name,org_name,description,address,city,state,zipcode,latitude,longitude,min_age,max_age,category_id,category name,category description,,,,,,,,,,,,,,,,,
Endangered Animals? What‰Ûªs a Kid to Do?-CPL Coleman,Chicago Public Library,"Ride a camel through the desert...float on an iceberg with a polar bear...swim in a coral reef with a school of fish...swing from the canopy in the Amazon...play with penguins down under‰Û_and run with the bulls and charge with the elephants!!! Kidworks' actors lead children on a Safari around the world, exploring animals in their habitats and ways we can individually save them.  This ‰ÛÏhands-on‰Û program is loaded with educational and scientific information in a fun, playful environment, guaranteed to make you pause for paws. åÊ",731 E. 63rd St.,Chicago,IL,60637,41.7804,-87.6072,2,12,8,Performance,"Participating in live music, theatre, and dance performances",,,,,,,,,,,,,,,,,
Endangered Animals? What‰Ûªs a Kid to Do?-CPL Dunning,Chicago Public Library,"Ride a camel through the desert...float on an iceberg with a polar bear...swim in a coral reef with a school of fish...swing from the canopy in the Amazon...play with penguins down under‰Û_and run with the bulls and charge with the elephants!!! Kidworks' actors lead children on a Safari around the world, exploring animals in their habitats and ways we can individually save them.  This ‰ÛÏhands-on‰Û program is loaded with educational and scientific information in a fun, playful environment, guaranteed to make you pause for paws. åÊ",7455 W. Cornelia Ave.,Chicago,IL,60634,41.9432,-87.8139,2,12,8,Performance,"Participating in live music, theatre, and dance performances",,,,,,,,,,,,,,,,,
Endangered Animals? What‰Ûªs a Kid to Do?-CPL Edgebrook,Chicago Public Library,"Ride a camel through the desert...float on an iceberg with a polar bear...swim in a coral reef with a school of fish...swing from the canopy in the Amazon...play with penguins down under‰Û_and run with the bulls and charge with the elephants!!! Kidworks' actors lead children on a Safari around the world, exploring animals in their habitats and ways we can individually save them.  This ‰ÛÏhands-on‰Û program is loaded with educational and scientific information in a fun, playful environment, guaranteed to make you pause for paws. åÊ",5331 W. Devon Ave.,Chicago,IL,60646,41.997,-87.7622,2,12,8,Performance,"Participating in live music, theatre, and dance performances",,,,,,,,,,,,,,,,,
Endangered Animals? What‰Ûªs a Kid to Do?-CPL Edgewater,Chicago Public Library,"Ride a camel through the desert...float on an iceberg with a polar bear...swim in a coral reef with a school of fish...swing from the canopy in the Amazon...play with penguins down under‰Û_and run with the bulls and charge with the elephants!!! Kidworks' actors lead children on a Safari around the world, exploring animals in their habitats and ways we can individually save them.  This ‰ÛÏhands-on‰Û program is loaded with educational and scientific information in a fun, playful environment, guaranteed to make you pause for paws. åÊ",6000 N. Broadway St.,Chicago,IL,60660,41.9909,-87.6603,2,12,8,Performance,"Participating in live music, theatre, and dance performances",,,,,,,,,,,,,,,,,
Endangered Animals? What‰Ûªs a Kid to Do?-CPL Greater Grand Crossing,Chicago Public Library,"Ride a camel through the desert...float on an iceberg with a polar bear...swim in a coral reef with a school of fish...swing from the canopy in the Amazon...play with penguins down under‰Û_and run with the bulls and charge with the elephants!!! Kidworks' actors lead children on a Safari around the world, exploring animals in their habitats and ways we can individually save them.  This ‰ÛÏhands-on‰Û program is loaded with educational and scientific information in a fun, playful environment, guaranteed to make you pause for paws. åÊ",1000 E. 73rd St.,Chicago,IL,60619,41.7623,-87.6005,2,12,8,Performance,"Participating in live music, theatre, and dance performances",,,,,,,,,,,,,,,,,
Endangered Animals? What‰Ûªs a Kid to Do?-CPL Hall,Chicago Public Library,"Ride a camel through the desert...float on an iceberg with a polar bear...swim in a coral reef with a school of fish...swing from the canopy in the Amazon...play with penguins down under‰Û_and run with the bulls and charge with the elephants!!! Kidworks' actors lead children on a Safari around the world, exploring animals in their habitats and ways we can individually save them.  This ‰ÛÏhands-on‰Û program is loaded with educational and scientific information in a fun, playful environment, guaranteed to make you pause for paws. åÊ",4801 S. Michigan Ave.,Chicago,IL,60615,41.8074,-87.6228,2,12,8,Performance,"Participating in live music, theatre, and dance performances",,,,,,,,,,,,,,,,,
Endangered Animals? What‰Ûªs a Kid to Do?-CPL Harold Washington- Thomas Hughes Children's Library,Chicago Public Library,"Ride a camel through the desert...float on an iceberg with a polar bear...swim in a coral reef with a school of fish...swing from the canopy in the Amazon...play with penguins down under‰Û_and run with the bulls and charge with the elephants!!! Kidworks' actors lead children on a Safari around the world, exploring animals in their habitats and ways we can individually save them.  This ‰ÛÏhands-on‰Û program is loaded with educational and scientific information in a fun, playful environment, guaranteed to make you pause for paws. åÊ",400 S. State St.,Chicago,IL,60605,41.8762,-87.6283,2,12,8,Performance,"Participating in live music, theatre, and dance performances",,,,,,,,,,,,,,,,,
Endangered Animals? What‰Ûªs a Kid to Do?-CPL Jefferson Park,Chicago Public Library,"Ride a camel through the desert...float on an iceberg with a polar bear...swim in a coral reef with a school of fish...swing from the canopy in the Amazon...play with penguins down under‰Û_and run with the bulls and charge with the elephants!!! Kidworks' actors lead children on a Safari around the world, exploring animals in their habitats and ways we can individually save them.  This ‰ÛÏhands-on‰Û program is loaded with educational and scientific information in a fun, playful environment, guaranteed to make you pause for paws. åÊ",5363 W. Lawrence Ave.,Chicago,IL,60630,41.9674,-87.7619,2,12,8,Performance,"Participating in live music, theatre, and dance performances",,,,,,,,,,,,,,,,,
Endangered Animals? What‰Ûªs a Kid to Do?-CPL Jeffery Manor,Chicago Public Library,"Ride a camel through the desert...float on an iceberg with a polar bear...swim in a coral reef with a school of fish...swing from the canopy in the Amazon...play with penguins down under‰Û_and run with the bulls and charge with the elephants!!! Kidworks' actors lead children on a Safari around the world, exploring animals in their habitats and ways we can individually save them.  This ‰ÛÏhands-on‰Û program is loaded with educational and scientific information in a fun, playful environment, guaranteed to make you pause for paws. åÊ",2401 E. 100th St.,Chicago,IL,60617,41.7135,-87.5658,2,12,8,Performance,"Participating in live music, theatre, and dance performances",,,,,,,,,,,,,,,,,
Endangered Animals? What‰Ûªs a Kid to Do?-CPL King,Chicago Public Library,"Ride a camel through the desert...float on an iceberg with a polar bear...swim in a coral reef with a school of fish...swing from the canopy in the Amazon...play with penguins down under‰Û_and run with the bulls and charge with the elephants!!! Kidworks' actors lead children on a Safari around the world, exploring animals in their habitats and ways we can individually save them.  This ‰ÛÏhands-on‰Û program is loaded with educational and scientific information in a fun, playful environment, guaranteed to make you pause for paws. åÊ",3436 S. King Dr.,Chicago,IL,60616,41.8323,-87.6173,2,12,8,Performance,"Participating in live music, theatre, and dance performances",,,,,,,,,,,,,,,,,
Endangered Animals? What‰Ûªs a Kid to Do?-CPL Lincoln Belmont,Chicago Public Library,"Ride a camel through the desert...float on an iceberg with a polar bear...swim in a coral reef with a school of fish...swing from the canopy in the Amazon...play with penguins down under‰Û_and run with the bulls and charge with the elephants!!! Kidworks' actors lead children on a Safari around the world, exploring animals in their habitats and ways we can individually save them.  This ‰ÛÏhands-on‰Û program is loaded with educational and scientific information in a fun, playful environment, guaranteed to make you pause for paws. åÊ",1659 W. Melrose St.,Chicago,IL,60657,41.9404,-87.6707,2,12,8,Performance,"Participating in live music, theatre, and dance performances",,,,,,,,,,,,,,,,,
Endangered Animals? What‰Ûªs a Kid to Do?-CPL Lozano,Chicago Public Library,"Ride a camel through the desert...float on an iceberg with a polar bear...swim in a coral reef with a school of fish...swing from the canopy in the Amazon...play with penguins down under‰Û_and run with the bulls and charge with the elephants!!! Kidworks' actors lead children on a Safari around the world, exploring animals in their habitats and ways we can individually save them.  This ‰ÛÏhands-on‰Û program is loaded with educational and scientific information in a fun, playful environment, guaranteed to make you pause for paws. åÊ",1805 S. Loomis Ave.,Chicago,IL,60608,41.8576,-87.6609,2,14,8,Performance,"Participating in live music, theatre, and dance performances",,,,,,,,,,,,,,,,,
Endangered Animals? What‰Ûªs a Kid to Do?-CPL Manning,Chicago Public Library,"Ride a camel through the desert...float on an iceberg with a polar bear...swim in a coral reef with a school of fish...swing from the canopy in the Amazon...play with penguins down under‰Û_and run with the bulls and charge with the elephants!!! Kidworks' actors lead children on a Safari around the world, exploring animals in their habitats and ways we can individually save them.  This ‰ÛÏhands-on‰Û program is loaded with educational and scientific information in a fun, playful environment, guaranteed to make you pause for paws. åÊ",6 S. Hoyne Ave.,Chicago,IL,60612,41.881,-87.6796,2,12,8,Performance,"Participating in live music, theatre, and dance performances",,,,,,,,,,,,,,,,,
